"match_variant","date","map","playlist","place","game_id"
"Team Slayer","7/8/2006 9:57:29 AM","Lockout","Arranged Game","1st","523818610"
"Team Slayer","7/8/2006 4:06:09 AM","Turf","Multi-Team","2nd","523748178"
"Team Multi-Ball","7/8/2006 3:57:57 AM","Sanctuary","Multi-Team","6th","523746935"
"Team Slayer Pro","7/8/2006 3:49:58 AM","Ivory Tower","Multi-Team","2nd","523745851"
"Team Snipers","7/8/2006 3:41:43 AM","Burial Mounds","Team Snipers","5th","523752770"
"Team Snipers","7/8/2006 3:28:30 AM","Zanzibar","Team Snipers","1st","523742482"
"Team Snipers","7/8/2006 3:15:15 AM","Sanctuary","Team Snipers","5th","523740381"
"Land Grab","7/8/2006 2:41:27 AM","Colossus","Multi-Team","6th","523733623"
"Slayer Human BR","7/8/2006 2:31:59 AM","Lockout","Rumble Hardcore","6th","523731385"
"Gulch Wars","7/7/2006 2:44:30 PM","Coagulation","BTB Slayer","7th","523276849"
"Slayer Human BR","7/7/2006 2:42:03 PM","Midship","Rumble Hardcore","8th","523275521"
"Team Slayer BR","7/7/2006 2:30:24 PM","Headlong","BTB Slayer","7th","523266950"
"Team Rifles","7/7/2006 2:13:31 PM","Ascension","Team Slayer","8th","523297280"
"Slayer Pro","7/7/2006 2:08:37 PM","Gemini","Rumble Training","3rd","523252665"
"Rumble Slayer","7/7/2006 1:58:39 PM","Elongation","Rumble Training","2nd","523245383"
"1 Flag CTF","7/6/2006 1:42:50 PM","Lockout","Team SWAT","6th","522498941"
"Team Slayer BR","7/6/2006 1:14:47 PM","Headlong","Multi-Team","9th","522478972"
"3 Plots BR","7/6/2006 12:59:28 PM","Terminal","Multi-Team","1st","522468030"
"Crazy King BR","7/6/2006 12:52:47 PM","Terminal","Multi-Team","10th","522463419"
"Slayer Human BR","7/6/2006 12:39:31 PM","Lockout","Rumble Hardcore","6th","522454164"
"Rumble Slayer","7/6/2006 12:24:11 PM","Gemini","Rumble Pit","2nd","522443623"
"Rumble Slayer","7/6/2006 12:16:11 PM","Midship","Rumble Pit","5th","522438694"
"Crazy King BR","7/5/2006 10:23:09 AM","Terminal","Multi-Team","9th","521640911"
"Team Multi-Ball","7/5/2006 10:12:10 AM","Turf","Multi-Team","1st","521635582"
"Team Plasma War","7/5/2006 10:07:49 AM","Gemini","Multi-Team","1st","521633699"
"Crazy King BR","7/5/2006 9:59:40 AM","Terminal","Multi-Team","4th","521660052"
"Team Slayer Pro","7/5/2006 9:54:18 AM","Ivory Tower","Multi-Team","7th","521628011"
"Laser Blasters","7/5/2006 9:08:14 AM","Beaver Creek","Team ActionSack","7th","521634241"
"SWAT Classic","7/5/2006 8:53:34 AM","Ivory Tower","Team SWAT","5th","521605454"
"Team Showers","7/5/2006 8:46:43 AM","Gemini","Team Training","6th","521625259"
"Team Shotguns","7/5/2006 8:40:49 AM","Midship","Team Training","6th","521601580"
"CTF Classic","7/5/2006 8:33:07 AM","Elongation","Team Training","6th","521599449"
"Team Slayer","7/4/2006 1:33:49 PM","Midship","Team Slayer","8th","521132862"
"Team Slayer","7/4/2006 1:26:13 PM","Lockout","Team Slayer","8th","521128262"
"Team Slayer","7/4/2006 1:17:45 PM","Beaver Creek","Team Slayer","4th","521122876"
"Team Slayer","7/4/2006 1:08:35 PM","Lockout","Team Slayer","3rd","521116928"
"Flag Wars","7/4/2006 12:58:29 PM","Coagulation","BTB Skirmish","1st","521110623"
"1 Flag CTF","7/4/2006 12:52:50 PM","Headlong","BTB Skirmish","1st","521145206"
"Team Snipers","7/4/2006 12:40:24 PM","Terminal","Team Snipers","3rd","521099865"
"Team Snipers","7/4/2006 12:27:46 PM","Lockout","Team Snipers","3rd","521092037"
"Team Snipers","7/4/2006 12:19:55 PM","Ascension","Team Snipers","8th","521087438"
"Team Snipers","7/4/2006 12:10:48 PM","Burial Mounds","Team Snipers","2nd","521081795"
"Team Snipers","7/4/2006 11:56:54 AM","Burial Mounds","Team Snipers","7th","521073478"
"Team Snipers","7/3/2006 3:15:48 PM","Ascension","Team Snipers","3rd","520485616"
"Team Snipers","7/3/2006 3:05:48 PM","Sanctuary","Team Snipers","7th","520478555"
"SWAT Carbines","7/3/2006 3:00:59 PM","Ascension","Team SWAT","5th","520475345"
"SWAT Plots","7/3/2006 2:49:33 PM","Elongation","Team SWAT","7th","520467426"
"Neutral Flag","7/3/2006 2:42:24 PM","Midship","Team SWAT","5th","520462143"
"SWAT Classic","7/3/2006 2:38:14 PM","Ivory Tower","Team SWAT","2nd","520501783"
"SWAT Magnums","7/3/2006 2:26:51 PM","Beaver Creek","Team SWAT","2nd","520451323"
"Neutral Flag","7/3/2006 2:16:50 PM","Midship","Team SWAT","5th","520444304"
"Rumble Slayer","7/2/2006 11:57:50 AM","Midship","Rumble Training","2nd","519667055"
"Team Snipers","7/2/2006 11:39:01 AM","Sanctuary","Team Snipers","5th","519657220"
"Team Snipers","7/2/2006 11:29:11 AM","Lockout","Team Snipers","1st","519685128"
"Team Snipers","7/2/2006 11:22:44 AM","Headlong","Team Snipers","5th","519648766"
"SWAT Carbines","7/2/2006 11:11:53 AM","Gemini","Team SWAT","4th","519643595"
"SWAT Classic","7/1/2006 12:55:07 PM","Sanctuary","Team SWAT","6th","519061554"
"SWAT Classic","7/1/2006 12:48:24 PM","Elongation","Team SWAT","2nd","519091108"
"SWAT Classic","7/1/2006 12:45:46 PM","Turf","Team SWAT","2nd","519089474"
"SWAT Magnums","7/1/2006 12:39:56 PM","Sanctuary","Team SWAT","8th","519053367"
"SWAT Classic","7/1/2006 1:46:41 AM","Lockout","Team SWAT","6th","518884378"
"SWAT Magnums","7/1/2006 1:38:53 AM","Elongation","Team SWAT","4th","518881834"
"SWAT Classic","7/1/2006 1:31:44 AM","Elongation","Team SWAT","6th","518879643"
"1 Flag CTF","7/1/2006 1:21:54 AM","Zanzibar","Team SWAT","5th","518894026"
"SWAT Carbines","7/1/2006 1:28:13 AM","Ascension","Team SWAT","8th","518878537"
"SWAT Magnums","7/1/2006 1:16:10 AM","Lockout","Team SWAT","8th","518874098"
"Team Snipers","7/1/2006 1:08:44 AM","Zanzibar","Team Snipers","6th","518871525"
"Team Snipers","7/1/2006 12:57:24 AM","Zanzibar","Team Snipers","7th","518866910"
"Rumble Slayer","6/30/2006 11:10:15 PM","Beaver Creek","Rumble Pit","4th","518810196"
"Rumble Rifles","6/30/2006 11:01:49 PM","Burial Mounds","Rumble Pit","2nd","518804487"
"Team Slayer","6/30/2006 12:22:39 PM","Beaver Creek","Team Slayer","7th","518349483"
"Team Slayer","6/30/2006 12:13:14 PM","Warlock","Team Slayer","4th","518343480"
"Team Slayer","6/30/2006 12:06:21 PM","Turf","Team Slayer","7th","518339188"
"Team Slayer","6/30/2006 11:57:57 AM","Gemini","Team Slayer","4th","518333995"
"Team Slayer BR","6/30/2006 11:48:49 AM","Ascension","Team Slayer","3rd","518328536"
"Team Slayer","6/30/2006 11:38:44 AM","Turf","Team Slayer","3rd","518322772"
"SWAT Carbines","6/30/2006 11:30:12 AM","Gemini","Team SWAT","8th","518317814"
"SWAT Classic","6/30/2006 11:18:25 AM","Beaver Creek","Team SWAT","2nd","518311178"
"Team Rifles","6/29/2006 1:04:52 PM","Terminal","Team Slayer","7th","517622955"
"Team Slayer","6/29/2006 12:53:21 PM","Elongation","Team Slayer","1st","517659475"
"Team Slayer","6/29/2006 12:48:52 PM","Warlock","Team Slayer","4th","517611151"
"Team Slayer","6/29/2006 12:40:38 PM","Midship","Team Slayer","5th","517605241"
"SWAT Classic","6/29/2006 12:32:39 PM","Beaver Creek","Team SWAT","3rd","517599902"
"Neutral Flag","6/29/2006 12:22:33 PM","Warlock","Team SWAT","1st","517592796"
"Neutral Flag","6/29/2006 12:17:01 PM","Elongation","Team SWAT","2nd","517588973"
"Team Slayer","6/29/2006 11:00:38 AM","Midship","Team Slayer","8th","517540528"
"Team Slayer BR","6/29/2006 10:53:36 AM","Terminal","Team Slayer","2nd","517573719"
"Team Slayer","6/29/2006 10:52:44 AM","Beaver Creek","Team Slayer","7th","517536266"
"Team Slayer","6/29/2006 10:41:18 AM","Beaver Creek","Team Slayer","2nd","517529938"
"Team Snipers","6/29/2006 10:30:42 AM","Relic","Team Snipers","5th","517524275"
"Team Snipers","6/29/2006 10:21:00 AM","Burial Mounds","Team Snipers","7th","517519341"
"Team Snipers","6/29/2006 10:10:58 AM","Terminal","Team Snipers","4th","517514344"
"SWAT Magnums","6/29/2006 9:35:07 AM","Beaver Creek","Team SWAT","2nd","517497940"
"Team Slayer","6/29/2006 9:27:01 AM","Midship","Team Slayer","2nd","517494689"
"Team Rifles","6/29/2006 9:22:57 AM","Colossus","Team Slayer","7th","517520537"
"Team Snipers","6/28/2006 1:25:01 PM","Zanzibar","Team Snipers","3rd","516881089"
"Crazy King","6/28/2006 12:26:13 PM","Ascension","Rumble Training","2nd","516838265"
"Crazy King","6/28/2006 12:16:45 PM","Gemini","Rumble Training","3rd","516831515"
"SWAT Classic","6/28/2006 12:09:33 PM","Lockout","Team SWAT","7th","516869790"
"Plasma Punchout","6/28/2006 12:09:13 PM","Warlock","Team ActionSack","2nd","516826398"
"Team Slayer","6/27/2006 12:40:06 PM","Beaver Creek","Team Slayer","4th","516071667"
"Team Slayer","6/27/2006 12:28:42 PM","Midship","Team Slayer","8th","516063282"
"Team Slayer","6/27/2006 12:27:53 PM","Elongation","Team Slayer","7th","516062533"
"Team Snipers","6/27/2006 12:18:49 PM","Relic","Team Snipers","2nd","516056381"
"Team Snipers","6/27/2006 12:04:53 PM","Headlong","Team Snipers","6th","516046196"
"Team Snipers","6/27/2006 11:50:50 AM","Lockout","Team Snipers","4th","516036437"
"Team Snipers","6/27/2006 11:41:58 AM","Headlong","Team Snipers","4th","516030429"
"Team Snipers","6/27/2006 11:29:05 AM","Headlong","Team Snipers","5th","516021645"
"Neutral Bomb","6/27/2006 11:20:04 AM","Foundation","Multi-Team","6th","516015742"
"Slayer Rifles","6/27/2006 9:42:29 AM","Beaver Creek","Rumble Hardcore","2nd","515992486"
"Slayer Rifles","6/27/2006 8:28:00 AM","Warlock","Rumble Hardcore","6th","515933483"
"Shotgun CTF","6/27/2006 8:14:43 AM","Midship","Team Skirmish","4th","515929532"
"Rumble Slayer","6/26/2006 2:09:27 PM","Ivory Tower","Rumble Training","3rd","515383320"
"1 Flag CTF","6/26/2006 1:45:07 PM","Turf","Team SWAT","5th","515411401"
"Team Snipers","6/26/2006 1:56:33 PM","Lockout","Team Snipers","4th","515373349"
"SWAT Magnums","6/26/2006 1:33:22 PM","Lockout","Team SWAT","3rd","515356099"
"Rumble Snipers","6/26/2006 1:24:58 PM","Terminal","Rumble Pit","3rd","515347715"
"Team Slayer","6/26/2006 9:47:45 AM","Ascension","Multi-Team","11th","515209786"
"Team Slayer BR","6/26/2006 9:35:21 AM","Terminal","Multi-Team","2nd","515204536"
"Team Slayer","6/26/2006 9:23:43 AM","Turf","Multi-Team","2nd","515199575"
"Team Duals","6/26/2006 9:14:49 AM","Elongation","Multi-Team","5th","515195706"
"Neutral Flag","6/26/2006 9:04:43 AM","Warlock","Multi-Team","8th","515191732"
"Team Snipers","6/26/2006 8:54:36 AM","Zanzibar","Team Snipers","3rd","515188126"
"SWAT Magnums","6/26/2006 8:42:28 AM","Ascension","Team SWAT","3rd","515207910"
"Rumble Slayer","6/26/2006 8:41:14 AM","Lockout","Rumble Pit","2nd","515183586"
"SWAT Magnums","6/26/2006 8:31:17 AM","Ascension","Team SWAT","7th","515180455"
"SWAT Classic","6/26/2006 8:18:59 AM","Ivory Tower","Team SWAT","6th","515176701"
"SWAT Classic","6/26/2006 8:13:06 AM","Zanzibar","Team SWAT","7th","515174996"
"SWAT Classic","6/26/2006 8:03:17 AM","Sanctuary","Team SWAT","2nd","515172249"
"SWAT Classic","6/25/2006 3:01:55 PM","Lockout","Team SWAT","2nd","514655688"
"Team Slayer","6/25/2006 1:47:47 PM","Warlock","Team Slayer","6th","514601548"
"Team Slayer","6/25/2006 1:39:16 PM","Zanzibar","Team Slayer","2nd","514638932"
"Team Slayer","6/25/2006 1:25:39 PM","Elongation","Team Slayer","4th","514584801"
"1 Flag CTF","6/25/2006 1:12:01 PM","Sanctuary","Double Team","3rd","514575310"
"Team Snipers","6/25/2006 12:59:50 PM","Sanctuary","Team Snipers","4th","514567653"
"Team Snipers","6/25/2006 8:37:59 AM","Turf","Team Snipers","4th","514430772"
"Neutral Flag","6/25/2006 8:34:06 AM","Warlock","Multi-Team","7th","514449789"
"SWAT Magnums","6/25/2006 8:30:50 AM","Ivory Tower","Team SWAT","8th","514448887"
"Assault BR","6/25/2006 8:14:49 AM","Burial Mounds","Team Skirmish","5th","514442869"
"Team Plasma War","6/25/2006 8:28:33 AM","Lockout","Team Training","4th","514428130"
"Team Slayer","6/25/2006 8:20:57 AM","Warlock","Team Training","5th","514426007"
"Team Snipers","6/25/2006 8:07:03 AM","Lockout","Team Snipers","8th","514422504"
"CTF Classic","6/25/2006 8:05:02 AM","Warlock","Multi-Team","1st","514422034"
"Team Snipers","6/25/2006 7:55:29 AM","Ivory Tower","Team Snipers","7th","514419882"
"Team Snipers","6/25/2006 7:44:15 AM","Burial Mounds","Team Snipers","2nd","514417245"
"SWAT Classic","6/25/2006 7:30:34 AM","Turf","Team SWAT","6th","514414371"
"SWAT Classic","6/25/2006 7:24:36 AM","Ivory Tower","Team SWAT","6th","514413292"
"SWAT Classic","6/25/2006 7:16:08 AM","Sanctuary","Team SWAT","2nd","514411593"
"Team Slayer BR","6/25/2006 7:10:57 AM","Burial Mounds","Multi-Team","9th","514410638"
"Team Slayer","6/25/2006 7:03:18 AM","Turf","Multi-Team","6th","514409154"
"SWAT Magnums","6/25/2006 6:57:33 AM","Gemini","Team SWAT","7th","514420878"
"Team Slayer","6/25/2006 6:55:42 AM","Turf","Multi-Team","11th","514407874"
"SWAT Classic","6/25/2006 6:45:32 AM","Turf","Team SWAT","6th","514406073"
"SWAT Magnums","6/25/2006 6:39:52 AM","Midship","Team SWAT","7th","514405320"
"Team Crazy King","6/25/2006 6:31:58 AM","Turf","Team Skirmish","2nd","514404063"
"Team Slayer","6/25/2006 4:26:42 AM","Elongation","Team Slayer","4th","514395949"
"Team Slayer","6/25/2006 4:18:05 AM","Gemini","Team Slayer","1st","514387104"
"Rumble Slayer","6/25/2006 4:10:27 AM","Gemini","Rumble Pit","1st","514386201"
"Balltacular","6/25/2006 1:48:12 AM","Elongation","Team ActionSack","8th","514358123"
"Plasma Punchout","6/25/2006 1:42:27 AM","Midship","Team ActionSack","1st","514356509"
"KOTH Snipers","6/25/2006 1:35:05 AM","Sanctuary","Team ActionSack","8th","514354212"
"SWAT Classic","6/25/2006 1:29:10 AM","Turf","Team SWAT","8th","514352365"
"Team Rifles","6/25/2006 1:24:39 AM","Terminal","Team Slayer","4th","514367650"
"Team Slayer","6/25/2006 1:16:28 AM","Lockout","Team Slayer","2nd","514347935"
"CTF Classic","6/25/2006 1:08:03 AM","Warlock","Multi-Team","10th","514344755"
"3 Plots","6/25/2006 1:01:36 AM","Sanctuary","Multi-Team","7th","514342264"
"3 Plots","6/25/2006 12:54:59 AM","Sanctuary","Multi-Team","7th","514339757"
"Team Slayer","6/25/2006 12:45:53 AM","Lockout","Team Slayer","2nd","514335895"
"Team Slayer","6/25/2006 12:32:16 AM","Midship","Team Slayer","3rd","514330100"
"Team Slayer","6/25/2006 12:23:44 AM","Gemini","Team Slayer","5th","514325969"
"Team Snipers","6/24/2006 3:58:05 PM","Ascension","Team Snipers","5th","513966875"
"Team Snipers","6/24/2006 3:49:53 PM","Terminal","Team Snipers","3rd","513961076"
"Team Snipers","6/24/2006 3:36:20 PM","Terminal","Team Snipers","3rd","513951448"
"Team Snipers","6/24/2006 3:27:05 PM","Sanctuary","Team Snipers","3rd","513945115"
"Team Snipers","6/24/2006 3:20:37 PM","Sanctuary","Team Snipers","2nd","513940654"
"Team Snipers","6/24/2006 3:12:22 PM","Terminal","Team Snipers","5th","513934888"
"Team Snipers","6/24/2006 2:58:56 PM","Relic","Team Snipers","4th","513925947"
"Team Snipers","6/24/2006 2:44:53 PM","Zanzibar","Team Snipers","4th","513916317"
"Team Snipers","6/24/2006 2:31:40 PM","Relic","Team Snipers","7th","513907890"
"Team Snipers","6/24/2006 2:22:46 PM","Terminal","Team Snipers","5th","513902040"
"SWAT Classic","6/24/2006 12:34:38 PM","Lockout","Team SWAT","3rd","513833068"
"SWAT Classic","6/24/2006 12:27:04 PM","Zanzibar","Team SWAT","3rd","513827946"
"Neutral Flag","6/24/2006 12:19:42 PM","Warlock","Team SWAT","3rd","513861544"
"SWAT Plots","6/24/2006 12:12:05 PM","Turf","Team SWAT","4th","513820075"
"Rumble Slayer","6/24/2006 11:52:00 AM","Ascension","Rumble Pit","4th","513806710"
"Rumble Slayer","6/24/2006 11:39:31 AM","Turf","Rumble Pit","4th","513799431"
"Rumble Rifles","6/24/2006 11:30:40 AM","Burial Mounds","Rumble Pit","4th","513794402"
"Team Slayer","6/24/2006 10:22:59 AM","Midship","Team Slayer","4th","513790721"
"Team Slayer BR","6/24/2006 10:14:56 AM","Burial Mounds","Team Slayer","2nd","513786077"
"Team Slayer BR","6/24/2006 10:10:45 AM","Terminal","Team Slayer","6th","513752593"
"Team Slayer","6/24/2006 9:57:09 AM","Warlock","Team Slayer","8th","513746403"
"2v2 Slayer","6/24/2006 9:49:27 AM","Warlock","Double Team","2nd","513772305"
"2v2 Slayer","6/24/2006 9:39:49 AM","Beaver Creek","Double Team","2nd","513738940"
"2v2 Slayer","6/24/2006 9:28:30 AM","Turf","Double Team","2nd","513734388"
"SWAT Carbines","6/24/2006 9:12:37 AM","Gemini","Team SWAT","4th","513728355"
"SWAT Magnums","6/24/2006 9:06:44 AM","Turf","Team SWAT","4th","513726024"
"SWAT Magnums","6/24/2006 8:59:08 AM","Lockout","Team SWAT","3rd","513723575"
"SWAT Classic","6/24/2006 8:52:33 AM","Beaver Creek","Team SWAT","1st","513744827"
"SWAT Carbines","6/24/2006 8:43:17 AM","Gemini","Team SWAT","2nd","513717963"
"1 Flag CTF","6/24/2006 8:36:29 AM","Ivory Tower","Team SWAT","5th","513715848"
"Team Snipers","6/24/2006 6:33:20 AM","Ivory Tower","Team Snipers","7th","513686781"
"SWAT Classic","6/24/2006 6:23:52 AM","Lockout","Team SWAT","4th","513685476"
"SWAT Classic","6/24/2006 6:07:16 AM","Zanzibar","Team SWAT","7th","513682990"
"Rumble Slayer","6/24/2006 6:04:40 AM","Turf","Rumble Pit","4th","513692905"
"Rumble Slayer","6/24/2006 5:51:03 AM","Ascension","Rumble Pit","4th","513680661"
"Rumble Slayer","6/24/2006 5:40:06 AM","Elongation","Rumble Pit","4th","513679106"
"Rumble Slayer","6/24/2006 5:30:46 AM","Gemini","Rumble Pit","2nd","513677905"
"SWAT Classic","6/24/2006 5:23:49 AM","Beaver Creek","Team SWAT","4th","513677043"
"Rumble Slayer","6/24/2006 5:16:36 AM","Elongation","Rumble Pit","1st","513676070"
"Rumble Slayer","6/24/2006 5:04:47 AM","Elongation","Rumble Pit","4th","513674682"
"Team Slayer BR","6/24/2006 4:44:56 AM","Ascension","Team Slayer","5th","513680024"
"Neutral Flag","6/24/2006 4:31:44 AM","Midship","Team SWAT","1st","513670532"
"SWAT Classic","6/24/2006 1:45:40 AM","Sanctuary","Team SWAT","3rd","513637461"
"SWAT Classic","6/24/2006 1:44:36 AM","Zanzibar","Team SWAT","8th","513637155"
"Team Slayer BR","6/24/2006 1:20:26 AM","Relic","Team Slayer","1st","513629004"
"Rumble Rifles","6/24/2006 1:03:08 AM","Colossus","Rumble Pit","2nd","513622408"
"Rumble Slayer","6/24/2006 12:54:50 AM","Lockout","Rumble Pit","2nd","513619133"
"SWAT Classic","6/24/2006 12:42:50 AM","Elongation","Team SWAT","3rd","513613839"
"Rumble Slayer","6/24/2006 12:38:03 AM","Beaver Creek","Rumble Pit","8th","513611665"
"Rumble Slayer","6/24/2006 12:32:05 AM","Turf","Rumble Pit","3rd","513608642"
"Rumble Slayer","6/24/2006 12:14:35 AM","Beaver Creek","Rumble Pit","2nd","513626974"
